economy,date,country,gdp_pc_ppp,gdp_ppp,ir_spread,cred_priv_sec,bureaucracy_qual,corruption,investment_profile,law_order,exchange_rate,sd_interbank
BR,1997,Brunei,63095.77641512182,19683.232218908568,,,3.2916666666666665,4.0,9.75,6.0,0.0200753661139101,
BR,1998,Brunei,62020.9094056489,19793.601111356413,,,3.0,3.5833333333333335,7.583333333333333,6.0,0.0399235203837124,
BR,1999,Brunei,63432.25556091129,20692.23608652487,,60.17655508528922,3.0,3.0,7.25,6.0,0.0141559399925215,
BR,2000,Brunei,65305.76557362962,21757.59538733831,,50.29314599166905,3.0,3.0,8.0,6.0,0.009065060608679,
BR,2001,Brunei,67184.35449827502,22844.96479746645,,53.63314179280421,3.0,2.6666666666666665,10.625,6.0,0.0193928211902642,
BR,2002,Brunei,69510.20853197297,24104.88913513465,,53.67576275521787,3.0,2.5,11.5,6.0,0.0100500562268201,
BR,2003,Brunei,71514.39372183959,25265.53470116987,4.43525,50.83898452385976,3.0,2.5,11.5,6.0,0.0128856051171187,
BR,2004,Brunei,72549.22495878571,26076.58557461123,4.45608333333333,46.43585374265163,3.0,2.5,11.5,6.0,0.0104738153197823,
BR,2005,Brunei,73930.47770316251,26993.05243611248,4.494,40.29210530699414,3.0,2.5,11.5,4.5,0.0104954162652547,
BR,2006,Brunei,78411.61459876876,29032.919656183924,4.4585,34.94993455431312,3.2083333333333335,2.5,11.5,5.0,0.0092337784739176,
BR,2007,Brunei,79631.19236385806,29858.910044714037,4.32724333333333,37.50752861673484,3.5,2.5,11.5,5.0,0.011202295810807,
BR,2008,Brunei,78670.55794596461,29849.26176641584,4.624238541666667,35.15214396746724,3.5,2.5,11.5,5.0,0.0234963463495824,
BR,2009,Brunei,76961.81219678276,29546.101473218077,4.800078708333333,44.51195183584967,3.5,2.5,11.5,5.0,0.0148294255345752,
BR,2010,Brunei,78907.87121561277,30667.22851646304,5.02945925,36.9078423506153,3.5,2.5,11.5,5.0,0.018496431411409,
BR,2011,Brunei,82502.93529734877,32480.41559134264,5.104296666666667,28.12043613419302,3.5,2.5,11.5,5.0,0.0330844813152695,
BR,2012,Brunei,83725.4210254706,33405.52200953149,5.268459259259259,27.99132642989035,3.5,2.5,11.5,5.0,0.0175268019548628,
BR,2013,Brunei,82263.498305978,33269.08624840193,5.215653333333333,31.19211642370379,3.5,2.5,11.25,5.0,0.0115200480133739,
BR,2014,Brunei,80782.03149739816,33101.97226465735,5.2,33.20796806631649,3.5,2.5,10.916666666666666,5.0,0.0099352239103971,
BR,2015,Brunei,80177.75611831518,33266.3122577818,5.164167333333333,41.43628506432366,3.5,2.5,9.5,5.0,0.01887187283995,
BR,2016,Brunei,78134.66652062633,32800.93300535893,5.166657219047619,44.30138546494761,3.5,2.5,9.5,5.0,0.0208835505507461,
BR,2017,Brunei,79789.48785926703,33868.48328008665,5.1845,39.46180951850104,3.5,2.8333333333333335,9.166666666666666,5.0,0.0052338548850114,
BR,2018,Brunei,80920.04868410049,34711.625923629115,5.187833333333333,35.0398187648646,3.5,3.0,9.5,5.0,0.0102698441054694,
BR,2019,Brunei,,,,,3.5,3.0,9.5,4.333333333333333,0.0113625913525084,
CN,1997,China,2281.443841225233,2806347.032995128,2.970000000000001,96.72581943792494,2.0,2.0,7.583333333333333,5.0,0.0001946905568489,
CN,1998,China,2464.186352250231,3060359.27738189,2.61,105.1932232831795,2.0,2.0,6.166666666666667,5.0,0.0001031774635483,
CN,1999,China,2668.230229250617,3342585.396240272,3.6,110.3835245844428,2.0,2.0,6.25,5.0,0.0001033993829121,
CN,2000,China,2936.287744814801,3707489.039551685,3.6,111.122970938856,2.0,1.0833333333333333,8.416666666666666,4.75,0.0001654536550947,
CN,2001,China,3227.419438023258,4104793.412249881,3.6,110.0445907059279,2.0,1.0,8.333333333333334,4.0,3.85150781383298e-05,
CN,2002,China,3553.92379293948,4550444.02447971,3.33,117.4986985600001,2.0,1.0,7.5,4.5,5.59142703204509e-05,
CN,2003,China,3958.471976770386,5100095.294870966,3.33,125.6714326077155,2.0,1.9166666666666667,7.5,4.5,5.22324586045781e-05,
CN,2004,China,4449.561919471867,5766965.964779499,3.33,118.636103006947,2.0,2.0,7.416666666666667,4.5,2.23375464101859e-05,
CN,2005,China,5081.049040619537,6624265.255236503,3.33,111.8429248266316,2.0,2.0,7.208333333333333,4.5,0.0061772005856302,
CN,2006,China,5867.79687712994,7692799.061854894,3.6,109.1583871971801,2.0,1.875,7.291666666666667,4.5,0.0019181500900426,
CN,2007,China,6847.06962339115,9023650.350622846,3.33,105.787517822611,2.0,2.125,7.083333333333333,4.5,0.0035190183143426,
CN,2008,China,7615.0295331201,10087286.946195211,3.06,102.0035703031469,2.0,2.5,7.0,4.5,0.0054115294686323,
CN,2009,China,8352.689933410087,11119602.00075151,3.06,124.4080245203796,2.0,2.5,7.0,4.5,0.0006176033752043,
CN,2010,China,9303.73369967246,12445651.08872035,3.06,126.5794806334852,2.0,2.0,6.5,4.083333333333333,0.0055881579579171,
CN,2011,China,10355.49571263543,13919132.45222466,3.06,123.0959222736663,2.0,2.0,6.583333333333333,3.625,0.003695550459971,
CN,2012,China,11328.28171474994,15301053.47070417,3.0,128.9226278981711,2.0,2.0,7.083333333333333,3.5,0.0037510573094389,
CN,2013,China,12361.3979713938,16779114.37841051,3.0,134.3192580945131,2.0,2.0,7.5,3.5,0.0029351178593941,
CN,2014,China,13446.40239416902,18344523.39429297,2.85,140.7360309159037,2.0,2.0,6.25,3.5,0.0025189007862268,
CN,2015,China,14454.99796906629,19820982.31514308,2.85,153.2318705321309,2.0,2.0,6.0,3.5,0.0138810885549641,
CN,2016,China,15513.27304334518,21387606.58030348,2.85,157.5671322594279,2.0,2.0,6.0,3.5,0.0091024168244886,
CN,2017,China,16782.20775829411,23266768.92506017,2.85,157.0241560252599,2.0,2.0,7.208333333333333,3.5,0.0079586382485832,
CN,2018,China,18236.61298164975,25398677.99793306,2.85,161.1375485709492,2.0,2.0,7.75,3.5,0.0147557379716149,
CN,2019,China,,,,,2.0,2.0,7.833333333333333,3.5,0.0142664270772868,
HK,1997,Hong Kong,25520.76855972978,165611.9234146544,2.918241666666661,169.2800071080918,3.2916666666666665,4.5,8.083333333333334,5.083333333333333,0.0008498749753784,6.10961200248305
HK,1998,Hong Kong,24087.86071681308,157623.7341726098,3.274166666666661,166.8047067673542,3.0,2.8333333333333335,7.083333333333333,5.0,0.0006115389293722,2.17051081226856
HK,1999,Hong Kong,24810.04848034357,163907.5852853898,4.00083333333333,152.7926522575598,3.0,2.25,7.25,5.0,0.0002240132734594,0.861911465332017
HK,2000,Hong Kong,27068.81009271165,180413.6192679231,4.470000000000001,150.3513642232791,3.0,3.25,8.0,5.0,0.0002997288201355,1.16604355843378
HK,2001,Hong Kong,27613.41242909951,185404.7350727029,4.46625,148.9766312780912,3.0,3.1666666666666665,10.625,4.75,0.0001763290986241,1.23400340537869
HK,2002,Hong Kong,28388.88500532901,191457.47936443935,4.75916666666667,145.707823001046,3.0,4.0,11.5,4.75,9.62632644297206e-05,0.249866916020277
HK,2003,Hong Kong,29858.750654976,200973.27890851253,4.933333333333334,146.2314643712863,3.0,4.0,11.625,4.5,0.0023489907831611,0.502160298237333
HK,2004,Hong Kong,33071.3640939402,224339.5983312433,4.99583333333333,144.7619641307294,3.0,4.0,12.0,4.5,0.0010827740036429,0.340531662640068
HK,2005,Hong Kong,36461.38318683427,248418.6959285392,4.947500000000001,143.1276998141099,3.0,4.0,12.0,4.625,0.000732896998302,1.20387965711426
HK,2006,Hong Kong,39949.13934737341,273935.2434188742,5.216666666666669,136.8003204175206,3.0,4.0,12.0,5.0,0.0008671379091831,0.35772771974927
HK,2007,Hong Kong,43300.43426942077,299478.7935375948,5.13916666666667,136.6797428572121,3.0,4.0,12.0,5.0,0.0025723750537799,0.976920626629935
HK,2008,Hong Kong,44813.10792999066,311800.642355289,4.864166666666667,140.2857526880146,3.0,4.0,12.0,5.0,0.0017950316693446,0.680394247707135
HK,2009,Hong Kong,43949.60279235709,306451.79035054747,4.989166666666667,155.4261611154471,3.0,4.0,12.0,5.0,0.0002783053202694,0.0463167312233547
HK,2010,Hong Kong,47123.34339478668,331003.7886736606,4.99,185.5819126717303,3.0,4.375,12.0,5.0,0.0019889539505969,0.0241991037826327
HK,2011,Hong Kong,50085.95932884829,354187.8699898836,4.99,202.2927455115978,3.0,4.5,12.0,5.0,0.0018789272313771,0.0405321973711263
HK,2012,Hong Kong,51344.50704508138,367118.3598230363,4.99,198.5315050766816,3.0,4.5,11.875,5.0,0.0006476694184456,0.0242936242701697
HK,2013,Hong Kong,53649.88933401246,385147.190539942,4.99,218.1603920862552,3.0,4.041666666666667,12.0,5.0,0.0004199678881343,
HK,2014,Hong Kong,55781.7736732117,403274.33277048386,4.99,233.2110011703514,3.0,4.0,12.0,5.0,0.000754883848974,
HK,2015,Hong Kong,57235.19122679082,417318.9497918999,4.99,207.8993281851994,3.0,4.0,12.0,5.0,0.0002643765323632,
HK,2016,Hong Kong,58755.32005529184,431064.2811176541,4.99,214.2985440153986,3.0,4.0,12.0,5.0,0.0010705033519802,
HK,2017,Hong Kong,61713.41554196223,456167.0536615222,4.99,223.1013374462415,3.0,4.333333333333333,12.0,5.0,0.0012959153891935,
HK,2018,Hong Kong,64596.56385236979,481308.99726400734,4.997500000000003,219.331527185607,3.0,4.5,11.958333333333334,5.0,0.0018349423889804,
HK,2019,Hong Kong,,,,,3.0,4.5,12.0,4.583333333333333,0.0022665799823429,
ID,1997,Indonesia,5000.951711520024,1014325.262265224,1.803333333333299,60.84890164949327,2.0,2.4166666666666665,7.75,4.0,0.0808491031314002,15.1297083140138
ID,1998,Indonesia,4331.496756975581,891095.4030781245,-6.912500000000001,53.23789031376814,2.0,1.25,4.0,2.5,0.211945252230475,8.6307048894942
ID,1999,Indonesia,4367.431884878866,911112.5407599933,1.925000000000001,20.59284283547003,2.8333333333333335,1.0833333333333333,4.833333333333333,2.0,0.0995989451308574,9.72872914200001
ID,2000,Indonesia,4620.547597670705,977309.6867367966,5.951666666666698,19.90854065122579,3.0,1.9166666666666667,5.0,2.0,0.0436254783605233,0.740665380978752
ID,2001,Indonesia,4827.438785072857,1035135.229408791,3.0658333333333,20.29052707793494,2.3333333333333335,1.0,5.125,2.0,0.0856998262232564,1.55193558810257
ID,2002,Indonesia,5055.355834121034,1098820.986934222,3.442500000000001,21.27669549806255,2.0,1.0,4.5,2.0,0.0318166113681325,1.14552126754247
ID,2003,Indonesia,5323.104506735496,1172730.327310404,6.344999999999999,22.9497427786992,2.0,1.0,5.5,2.0,0.0198573116440863,1.48318902670287
ID,2004,Indonesia,5664.893913283934,1264889.666895889,7.68083333333337,26.39252554263977,2.0,1.0,6.208333333333333,2.6666666666666665,0.0246825393311434,0.577685922284447
ID,2005,Indonesia,6091.922453349061,1378537.9032494589,5.97166666666663,26.42785321992872,2.0,1.0,6.75,3.0,0.0193027131051627,2.07633213431587
ID,2006,Indonesia,6534.075509660744,1498382.839652166,4.568333333333399,24.60603403555454,2.0,2.3333333333333335,9.125,3.0,0.0233085850740394,2.79457369605021
ID,2007,Indonesia,7041.486993780872,1636260.22385715,5.88583333333337,25.45599020548062,2.0,3.0416666666666665,9.0,3.0,0.0203891658178065,2.82583048596555
ID,2008,Indonesia,7510.100118360871,1768401.4874666058,5.105833333333301,26.55347982712495,2.0,3.5833333333333335,9.0,3.0,0.0675408531047644,1.47366734472074
ID,2009,Indonesia,7813.09010597305,1864363.9598570191,5.219999999999969,27.65871048784413,2.0,3.8333333333333335,9.0,3.0,0.0332940455002943,0.90328269735625
ID,2010,Indonesia,8284.501294498436,2003475.8672215128,6.235000000000031,27.25304113493953,2.0,3.0,8.875,3.0,0.0125927276794232,0.212860632485943
ID,2011,Indonesia,8859.139998161018,2171518.784772075,5.472499999999971,30.08219935776622,2.0,3.0,7.541666666666667,3.0,0.0190957852293431,0.585650730037622
ID,2012,Indonesia,9444.948401431997,2346620.220996272,5.84833333333333,33.43417143484216,2.0,3.0,7.333333333333333,3.0,0.0124898910233483,0.203486108159137
ID,2013,Indonesia,10009.66548329839,2520497.850572959,5.393333333333331,36.05813960704564,2.0,3.0,7.5,3.0,0.0311143682676995,0.722059221372889
ID,2014,Indonesia,10570.19504467932,2696763.33383477,3.852500000000001,36.42354515520958,2.0,3.0,8.5,3.0,0.0271701063238352,0.046541714734615
ID,2015,Indonesia,11063.0622072345,2858510.034435796,4.32583333333333,39.11879829551191,2.0,3.0,7.416666666666667,2.5416666666666665,0.0310022829550231,0.358021897750158
ID,2016,Indonesia,11604.5252492562,3035212.619666663,4.7224397655771,39.40242469394134,2.0,3.0,7.708333333333333,2.5,0.0234894467680797,0.412490055757962
ID,2017,Indonesia,12279.18327573198,3249635.337362471,4.55499999999997,38.73979858750381,2.0,3.0,9.0,2.5,0.0039706203389434,0.209562116965491
ID,2018,Indonesia,13079.61929659404,3500935.829418646,4.407500000000031,38.80910728695612,3.0,6.0,8.291666666666666,2.0,0.0241021564564261,0.789182407710011
ID,2019,Indonesia,,,,,2.0416666666666665,3.0,8.875,2.5,0.0113548730719311,0.0
JP,1997,Japan,25146.2004313157,3169854.587770363,2.147499999999997,210.2193141343368,3.7083333333333335,4.416666666666667,8.166666666666666,6.0,0.0376178875931262,
JP,1998,Japan,25074.05769314403,3169360.892413405,2.055000000000003,218.0880807627688,4.0,2.1666666666666665,6.166666666666667,6.0,0.0605036675112417,
JP,1999,Japan,25325.70726387724,3207019.636532039,2.04408333333333,221.2885051105375,4.0,2.0833333333333335,6.083333333333333,6.0,0.0243000365082585,
JP,2000,Japan,26838.69136048461,3404300.12823795,1.996750000000003,212.2687989124863,4.0,3.0,7.166666666666667,5.083333333333333,0.0250988437754488,
JP,2001,Japan,27472.54711914905,3493106.893652683,1.912333333333337,183.1815183411248,4.0,3.0833333333333335,10.791666666666666,5.0,0.035983967650277,
JP,2002,Japan,28160.10761469393,3588864.914954668,1.829333333333337,180.8463482162895,4.0,3.5,11.541666666666666,5.0,0.0218810987027645,
JP,2003,Japan,28924.68216051642,3694202.556176836,1.77958333333333,180.4876477660973,4.0,3.5,11.666666666666666,5.0,0.0203050901640758,
JP,2004,Japan,30348.04196891776,3877296.189990902,1.68633333333333,173.5370141663919,4.0,3.5,11.5,5.0,0.0328126641553251,
JP,2005,Japan,31663.45309897716,4045734.392815608,1.405833333333337,170.7353556197971,4.0,3.5,11.5,5.0,0.016393594827251,
JP,2006,Japan,33090.19625584845,4230713.952095248,0.98208333333333,168.6052243045234,4.0,3.5,11.5,5.0,0.0171288566927889,
JP,2007,Japan,34501.50901438486,4416227.655350277,1.075083333333333,161.667665372299,4.0,3.0,11.5,5.0,0.0237747163508888,
JP,2008,Japan,34798.7658977271,4456434.357160625,1.32075,160.0271318878997,4.0,3.0,11.5,5.0,0.0331415966189749,
JP,2009,Japan,33198.61611307201,4250983.197430532,1.288416666666663,166.8933464895884,4.0,3.0,11.5,5.0,0.039729338288221,
JP,2010,Japan,34986.99454024022,4480784.390768565,1.098249999999997,159.9379159430955,4.0,4.25,11.5,5.0,0.0290740674186424,
JP,2011,Japan,35774.69671295588,4573186.804907289,1.039333333333337,159.0235211641638,4.0,4.5,11.5,5.0,0.0187718506687858,
JP,2012,Japan,37191.38594562583,4746699.39685428,0.9295,159.6107501820359,4.0,4.5,11.0,5.0,0.0235509404257106,
JP,2013,Japan,38974.07948861273,4967051.560426249,0.761583333333333,162.408272579195,4.0,4.5,11.458333333333334,5.0,0.0219578876406991,
JP,2014,Japan,39179.15561060897,4986566.209495868,0.80391666666667,162.9685955366664,4.0,4.5,11.5,5.0,0.0246587433110806,
JP,2015,Japan,40396.24320921415,5136018.7578626955,0.73658333333333,162.2318422915916,4.0,4.5,11.5,5.0,0.0192209250419575,
JP,2016,Japan,41118.07803817186,5221770.213717475,0.7443333333333331,163.673294695537,4.0,4.5,11.5,5.0,0.042817168360349,
JP,2017,Japan,41958.96215577266,5319800.458212474,0.673333333333333,168.9288395861549,4.0,4.5,11.041666666666666,5.0,0.0097901728522334,
JP,2018,Japan,42797.4585169914,5415123.908442257,,168.8205267772452,4.0,4.208333333333333,11.0,5.0,0.0157233084142243,
JP,2019,Japan,,,,,4.0,4.0,11.0,5.0,0.0133935648367257,
KH,1997,Cambodia,865.2669965512542,9776.305687234,,6.276632412232708,,,,,0.0265215948094797,
KH,1998,Cambodia,892.1317991657704,10349.18207327691,,5.585181131745871,,,,,0.0373895370791085,
KH,1999,Cambodia,995.4598383653372,11832.49155941637,,5.705934708642349,,,,,0.0082916260685443,
KH,2000,Cambodia,1101.815793752028,13392.83430703061,,6.338491853540792,,,,,0.0033132817238624,
KH,2001,Cambodia,1185.433252239694,14705.783150800313,,5.987943225435112,,,,,0.0033286442017614,
KH,2002,Cambodia,1259.813705319374,15921.1816786847,,6.310351060382523,,,,,0.0026894922940956,
KH,2003,Cambodia,1368.700892634294,17596.24177395198,,7.211242354492789,,,,,0.0052783289009108,
KH,2004,Cambodia,1525.928724038117,19938.500368853613,,9.02489132417753,,,,,0.0040218848280568,
KH,2005,Cambodia,1754.171136551311,23283.73447202789,,8.976211167860612,,,,,0.0120031900751008,
KH,2006,Cambodia,1971.563041905764,26572.15295396069,,11.9923014802145,,,,,0.0058575444979686,
KH,2007,Cambodia,2198.292174529966,30072.5534124673,,18.20650949882441,,,,,0.0042019422642692,
KH,2008,Cambodia,2355.903624417736,32708.97484141418,,23.45921389798356,,,,,0.0066412559814836,
KH,2009,Cambodia,2340.558566730887,32986.9055783127,,24.59369364643522,,,,,0.0061349631335267,
KH,2010,Cambodia,2470.70415543532,35361.241661871245,,27.55786679846992,,,,,0.0113345806755422,
KH,2011,Cambodia,2658.062552495926,38652.011936302966,,28.25321833900591,,,,,0.008375131553699,
KH,2012,Cambodia,2860.146734129389,42274.267237049666,,38.73996004892671,,,,,0.0056822174520477,
KH,2013,Cambodia,3073.318143018474,46180.69875861907,,52.01451547580081,,,,,0.0056421432872163,
KH,2014,Cambodia,3300.616750165787,50415.28045225757,,62.66266634644138,,,,,0.0038011461234127,
KH,2015,Cambodia,3513.823559556129,54539.58749494265,,74.31674106347941,,,,,0.0063417845339545,
KH,2016,Cambodia,3742.958792638031,59012.58501165745,,81.67383285242404,,,,,0.0059972285152285,
KH,2017,Cambodia,4019.679985096315,64352.72102892073,,86.65213383665356,,,,,0.0061864992801227,
KH,2018,Cambodia,4360.854404455657,70863.00317981471,,99.57414396340234,,,,,0.0051577964272975,
KH,2019,Cambodia,,,,,,,,,0.0040202344825965,
KR,1997,"Korea, South",15406.22038147257,707970.9807976302,1.071666666666701,57.91774858389912,3.2916666666666665,4.0,7.25,4.0,0.118084919714738,3.53323957451598
KR,1998,"Korea, South",14621.29967611657,676768.8313224688,1.991666666666701,63.28085436762885,3.0,4.0,6.0,4.0,0.0778387784223901,7.45410616747983
KR,1999,"Korea, South",16392.80862726991,764178.2649002547,1.448333333333331,68.53450188672441,3.0,3.5,6.5,4.0,0.0271912826462033,0.464160752727454
KR,2000,"Korea, South",18082.95480163447,850045.5465232161,0.60666666666667,73.60331154124329,3.0,3.0,7.583333333333333,4.0,0.0245948057744522,0.187323474688201
KR,2001,"Korea, South",19168.21512423568,908001.4940223248,1.91583333333333,106.0578056218793,3.0,2.9166666666666665,9.375,4.0,0.025883692937517,0.465782757472419
KR,2002,"Korea, South",20775.1051401435,989824.39977438,1.82083333333334,116.0223973339594,3.0,2.1666666666666665,8.75,4.0,0.020511932060469,0.148851270501555
KR,2003,"Korea, South",21376.76616625905,1023783.139567313,1.98583333333334,114.7402662152262,3.0,2.5833333333333335,9.5,4.583333333333333,0.0242027183476371,0.236514291441675
KR,2004,"Korea, South",22936.81163003019,1102859.681000348,2.03,109.7758381504078,3.0,2.2916666666666665,10.083333333333334,5.0,0.0235958989077957,0.183551526967794
KR,2005,"Korea, South",24196.42385037461,1165894.06100023,1.87166666666666,114.8187794202049,3.0,2.5,10.083333333333334,5.0,0.0135298717723136,0.145378130309127
KR,2006,"Korea, South",25820.97163293958,1250723.763680044,1.48416666666667,127.2213076776406,3.0,2.5,10.0,5.0,0.0125066804790022,0.26576641739572
KR,2007,"Korea, South",27822.27653161399,1354489.639000991,1.3775,134.8799559418583,3.0,2.5,10.0,5.0,0.0150105244219753,0.202800176643381
KR,2008,"Korea, South",28655.9835241828,1405710.904231598,1.2975,148.34046985574,3.0,3.0,10.0,5.0,0.076365266864687,0.59698173668634
KR,2009,"Korea, South",28325.20929548749,1396654.746282364,2.16666666666667,144.5265779219347,3.0,3.0,10.0,5.0,0.0557650287402486,0.193566617839957
KR,2010,"Korea, South",30365.27836847574,1504724.405182624,1.655,135.9277756087846,3.0,3.0,10.0,5.0,0.0339928528088123,0.182076541966932
KR,2011,"Korea, South",31228.51069522661,1559446.83386666,1.605,138.133292813509,3.0,3.0,10.0,5.0,0.0401374313556058,0.213867488906671
KR,2012,"Korea, South",32097.16400247597,1611272.914641185,1.695,136.6929993516312,3.0,3.0,10.0,5.0,0.0198457617530235,0.202881554718752
KR,2013,"Korea, South",32615.77258958347,1644777.306032438,1.7525,134.9077954988697,3.0,3.0,10.0,5.0,0.0187502823714529,0.123952508475011
KR,2014,"Korea, South",33587.5833961446,1704457.641238212,1.7275,138.3581705229324,3.0,3.0,10.0,5.0,0.0215194666531406,0.20661584897592
KR,2015,"Korea, South",35760.734442377,1824331.972258938,1.72416666666666,140.0733006509267,3.0,3.0,10.0,5.0,0.0250210937546469,0.197707014697196
